#      dist        eig   iband        s       pz       px       py    dz2r2      dxz      dyz      dxy    dx2y2      fm0     f+m1     f-m1     f+m2     f-m2     f+m3     f-m3  
    1.45530    3.60283       7    0.007    8.765    8.765    8.765    0.000    0.652    0.652    0.652    0.000    0.046    0.017    0.017    0.000    0.000    0.028    0.028
    1.46651   -2.01364       2    0.000   32.739   32.739   32.739    0.000    1.519    1.519    1.519    0.000    0.064    0.024    0.024    0.000    0.000    0.040    0.040
    1.46651    3.59651       5    0.000   26.290   26.290   26.290    0.000    1.954    1.954    1.954    0.000    0.137    0.051    0.051    0.000    0.000    0.085    0.085
    1.47774   -2.01941       2    0.000   32.727    0.000   32.727    0.000    1.517    0.000    1.517    0.000    0.064    0.000    0.024    0.000    0.000    0.000    0.040
    1.47774   -2.01703       4    0.013    0.000   32.725    0.000    0.000    0.000    1.518    0.000    0.000    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.47774    3.59537       5    0.007    0.000   26.278    0.000    0.000    0.000    1.954    0.000    0.000    0.000    0.051    0.000    0.000    0.000    0.085    0.000
    1.47774    3.60350       6    0.000   26.303    0.000   26.303    0.000    1.955    0.000    1.955    0.000    0.137    0.000    0.051    0.000    0.000    0.000    0.085
    1.48897   -2.03660       2    0.000   32.693    0.000   32.693    0.000    1.513    0.000    1.513    0.000    0.063    0.000    0.024    0.000    0.000    0.000    0.040
    1.48897   -2.02718       4    0.052    0.000   32.684    0.000    0.000    0.000    1.516    0.000    0.000    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.48897    3.59198       5    0.029    0.000   26.243    0.000    0.000    0.000    1.954    0.000    0.001    0.000    0.051    0.000    0.000    0.000    0.085    0.000
    1.48897    3.62437       6    0.000   26.340    0.000   26.340    0.000    1.958    0.000    1.958    0.000    0.137    0.000    0.052    0.000    0.000    0.000    0.086
    1.50021   -2.06496       2    0.000   32.636    0.000   32.636    0.000    1.506    0.000    1.506    0.000    0.063    0.000    0.024    0.000    0.000    0.000    0.040
    1.50021   -2.04407       4    0.118    0.000   32.616    0.000    0.000    0.000    1.513    0.000    0.001    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.50021    3.58633       5    0.065    0.000   26.185    0.000    0.001    0.000    1.954    0.000    0.002    0.000    0.051    0.000    0.000    0.000    0.085    0.000
    1.50021    3.65886       6    0.000   26.402    0.000   26.402    0.000    1.963    0.000    1.963    0.000    0.137    0.000    0.052    0.000    0.000    0.000    0.086
    1.51144   -2.10406       2    0.000   32.560    0.000   32.560    0.000    1.497    0.000    1.497    0.000    0.063    0.000    0.023    0.000    0.000    0.000    0.040
    1.51144   -2.06766       4    0.208    0.000   32.520    0.000    0.001    0.000    1.509    0.000    0.002    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.51144    3.57845       5    0.115    0.000   26.103    0.000    0.001    0.000    1.954    0.000    0.004    0.000    0.051    0.000    0.001    0.000    0.085    0.000
    1.51144    3.70653       6    0.000   26.484    0.000   26.484    0.000    1.970    0.000    1.970    0.000    0.138    0.000    0.052    0.000    0.001    0.000    0.086
    1.52267   -2.15333       2    0.000   32.466    0.000   32.466    0.000    1.485    0.000    1.485    0.000    0.062    0.000    0.023    0.000    0.001    0.000    0.040
    1.52267   -2.09787       4    0.323    0.000   32.399    0.000    0.001    0.000    1.504    0.000    0.002    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.52267    3.56838       5    0.178    0.000   26.000    0.000    0.002    0.000    1.955    0.000    0.006    0.000    0.051    0.000    0.001    0.000    0.085    0.000
    1.52267    3.76682       6    0.000   26.586    0.000   26.586    0.000    1.979    0.000    1.979    0.000    0.138    0.000    0.053    0.000    0.001    0.000    0.086
    1.53390   -2.21211       2    0.000   32.358    0.000   32.358    0.000    1.471    0.000    1.471    0.000    0.062    0.000    0.023    0.000    0.001    0.000    0.040
    1.53390   -2.13463       4    0.462    0.000   32.253    0.000    0.001    0.000    1.498    0.000    0.004    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.53390    3.55615       5    0.255    0.000   25.874    0.000    0.003    0.000    1.955    0.000    0.009    0.000    0.051    0.000    0.001    0.000    0.085    0.000
    1.53390    3.83906       6    0.000   26.705    0.000   26.705    0.000    1.989    0.000    1.989    0.000    0.139    0.000    0.054    0.000    0.002    0.000    0.087
    1.54513   -2.27966       2    0.000   32.238    0.000   32.238    0.000    1.454    0.000    1.454    0.000    0.061    0.000    0.023    0.000    0.001    0.000    0.039
    1.54513   -2.17785       4    0.624    0.000   32.083    0.000    0.002    0.000    1.491    0.000    0.005    0.000    0.024    0.000    0.000    0.000    0.040    0.000
    1.54513    3.54181       5    0.346    0.000   25.726    0.000    0.004    0.000    1.955    0.000    0.012    0.000    0.051    0.000    0.002    0.000    0.084    0.000
    1.54513    3.92251       6    0.000   26.837    0.000   26.837    0.000    2.001    0.000    2.001    0.000    0.139    0.000    0.055    0.000    0.003    0.000    0.087
    1.55636   -2.35521       2    0.000   32.109    0.000   32.109    0.000    1.436    0.000    1.436    0.000    0.060    0.000    0.023    0.000    0.002    0.000    0.039
    1.55636   -2.22741       4    0.807    0.000   31.891    0.000    0.002    0.000    1.482    0.000    0.006    0.000    0.024    0.000    0.000    0.000    0.039    0.000
    1.55636    3.52542       5    0.449    0.000   25.558    0.000    0.005    0.000    1.956    0.000    0.016    0.000    0.050    0.000    0.002    0.000    0.084    0.000
    1.55636    4.01638       6    0.000   26.979    0.000   26.979    0.000    2.013    0.000    2.013    0.000    0.140    0.000    0.056    0.000    0.003    0.000    0.088
    1.56759   -2.43797       2    0.000   31.974    0.000   31.974    0.000    1.417    0.000    1.417    0.000    0.059    0.000    0.022    0.000    0.002    0.000    0.039
    1.56759   -2.28320       4    1.011    0.000   31.676    0.000    0.003    0.000    1.473    0.000    0.008    0.000    0.024    0.000    0.000    0.000    0.039    0.000
    1.56759    3.50704       5    0.564    0.000   25.370    0.000    0.007    0.000    1.956    0.000    0.020    0.000    0.050    0.000    0.003    0.000    0.083    0.000
    1.56759    4.11990       6    0.000   27.130    0.000   27.130    0.000    2.027    0.000    2.027    0.000    0.141    0.000    0.057    0.000    0.004    0.000    0.088
    1.57883   -2.52718       2    0.000   31.835    0.000   31.835    0.000    1.396    0.000    1.396    0.000    0.059    0.000    0.022    0.000    0.003    0.000    0.039
    1.57883   -2.34508       4    1.233    0.000   31.442    0.000    0.003    0.000    1.462    0.000    0.009    0.000    0.024    0.000    0.000    0.000    0.039    0.000
    1.57883    3.48673       5    0.690    0.000   25.163    0.000    0.008    0.000    1.957    0.000    0.024    0.000    0.050    0.000    0.003    0.000    0.083    0.000
    1.57883    4.23228       6    0.000   27.287    0.000   27.287    0.000    2.041    0.000    2.041    0.000    0.142    0.000    0.058    0.000    0.005    0.000    0.089
    1.59006   -2.62209       2    0.000   31.693    0.000   31.693    0.000    1.374    0.000    1.374    0.000    0.058    0.000    0.022    0.000    0.003    0.000    0.039
    1.59006   -2.41291       4    1.473    0.000   31.188    0.000    0.004    0.000    1.451    0.000    0.011    0.000    0.024    0.000    0.000    0.000    0.039    0.000
    1.59006    3.46458       5    0.828    0.000   24.937    0.000    0.010    0.000    1.958    0.000    0.029    0.000    0.049    0.000    0.004    0.000    0.082    0.000
    1.59006    4.35277       6    0.000   27.448    0.000   27.448    0.000    2.055    0.000    2.055    0.000    0.142    0.000    0.059    0.000    0.006    0.000    0.089
    1.60129   -2.72199       2    0.000   31.550    0.000   31.550    0.000    1.351    0.000    1.351    0.000    0.057    0.000    0.021    0.000    0.004    0.000    0.039
    1.60129   -2.48654       4    1.729    0.000   30.918    0.000    0.004    0.000    1.439    0.000    0.013    0.000    0.023    0.000    0.000    0.000    0.039    0.000
    1.60129    3.44066       5    0.976    0.000   24.695    0.000    0.012    0.000    1.959    0.000    0.035    0.000    0.049    0.000    0.005    0.000    0.082    0.000
    1.60129    4.48064       6    0.000   27.612    0.000   27.612    0.000    2.070    0.000    2.070    0.000    0.143    0.000    0.060    0.000    0.007    0.000    0.090
    1.61252   -2.82621       2    0.000   31.409    0.000   31.409    0.000    1.327    0.000    1.327    0.000    0.056    0.000    0.021    0.000    0.005    0.000    0.039
    1.61252   -2.56582       4    1.999    0.000   30.632    0.000    0.005    0.000    1.425    0.000    0.015    0.000    0.023    0.000    0.000    0.000    0.039    0.000
    1.61252    3.41506       5    1.134    0.000   24.436    0.000    0.013    0.000    1.959    0.000    0.040    0.000    0.049    0.000    0.005    0.000    0.081    0.000
    1.61252    4.61524       6    0.000   27.776    0.000   27.776    0.000    2.085    0.000    2.085    0.000    0.144    0.000    0.062    0.000    0.008    0.000    0.091
    1.62375   -2.93416       2    0.000   31.268    0.000   31.268    0.000    1.303    0.000    1.303    0.000    0.055    0.000    0.021    0.000    0.005    0.000    0.039
    1.62375   -2.65059       4    2.283    0.000   30.331    0.000    0.006    0.000    1.412    0.000    0.018    0.000    0.023    0.000    0.000    0.000    0.039    0.000
    1.62375    3.38788       5    1.300    0.000   24.162    0.000    0.016    0.000    1.960    0.000    0.047    0.000    0.048    0.000    0.006    0.000    0.081    0.000
    1.62375    4.75593       6    0.000   27.941    0.000   27.941    0.000    2.100    0.000    2.100    0.000    0.145    0.000    0.063    0.000    0.010    0.000    0.092
    1.63498   -3.04526       2    0.000   31.131    0.000   31.131    0.000    1.278    0.000    1.278    0.000    0.053    0.000    0.021    0.000    0.006    0.000    0.039
    1.63498   -2.74068       4    2.577    0.000   30.018    0.000    0.007    0.000    1.397    0.000    0.020    0.000    0.023    0.000    0.000    0.000    0.039    0.000
    1.63498    3.35920       5    1.476    0.000   23.873    0.000    0.018    0.000    1.961    0.000    0.053    0.000    0.048    0.000    0.007    0.000    0.080    0.000
    1.63498    4.90215       6    0.000   28.105    0.000   28.105    0.000    2.115    0.000    2.115    0.000    0.146    0.000    0.065    0.000    0.011    0.000    0.092
    1.64622   -3.15901       2    0.000   30.996    0.000   30.996    0.000    1.252    0.000    1.252    0.000    0.052    0.000    0.020    0.000    0.007    0.000    0.039
    1.64622   -2.83594       4    2.882    0.000   29.693    0.000    0.007    0.000    1.381    0.000    0.022    0.000    0.023    0.000    0.000    0.000    0.039    0.000
    1.64622    3.35909       5    1.672    0.000   23.415    0.000    0.017    0.000    1.972    0.000    0.051    0.000    0.055    0.000    0.007    0.000    0.092    0.000
    1.64622    5.05338       6    0.000   28.268    0.000   28.268    0.000    2.130    0.000    2.130    0.000    0.147    0.000    0.066    0.000    0.012    0.000    0.093
    1.65745   -3.27494       2    0.000   30.864    0.000   30.864    0.000    1.226    0.000    1.226    0.000    0.051    0.000    0.020    0.000    0.008    0.000    0.039
    1.65745   -2.93618       4    3.196    0.000   29.359    0.000    0.008    0.000    1.365    0.000    0.025    0.000    0.023    0.000    0.000    0.000    0.039    0.000
    1.65745    3.32666       5    1.862    0.000   23.106    0.000    0.019    0.000    1.973    0.000    0.058    0.000    0.054    0.000    0.007    0.000    0.090    0.000
    1.65745    5.20913       6    0.000   28.429    0.000   28.429    0.000    2.144    0.000    2.144    0.000    0.148    0.000    0.068    0.000    0.014    0.000    0.094
    1.66868   -3.39263       2    0.000   30.737    0.000   30.737    0.000    1.200    0.000    1.200    0.000    0.050    0.000    0.020    0.000    0.009    0.000    0.039
    1.66868   -3.04127       4    3.517    0.000   29.016    0.000    0.009    0.000    1.348    0.000    0.027    0.000    0.023    0.000    0.000    0.000    0.038    0.000
    1.66868    3.29306       5    2.059    0.000   22.786    0.000    0.022    0.000    1.974    0.000    0.065    0.000    0.054    0.000    0.008    0.000    0.089    0.000
    1.66868    5.36899       6    0.000   28.587    0.000   28.587    0.000    2.158    0.000    2.158    0.000    0.149    0.000    0.070    0.000    0.016    0.000    0.095
    1.67991   -3.51171       2    0.000   30.613    0.000   30.613    0.000    1.173    0.000    1.173    0.000    0.049    0.000    0.020    0.000    0.010    0.000    0.039
    1.67991   -3.15102       4    3.844    0.000   28.665    0.000    0.010    0.000    1.331    0.000    0.030    0.000    0.023    0.000    0.000    0.000    0.038    0.000
    1.67991    3.25839       5    2.261    0.000   22.456    0.000    0.024    0.000    1.975    0.000    0.073    0.000    0.053    0.000    0.009    0.000    0.088    0.000
    1.67991    5.53254       6    0.000   28.744    0.000   28.744    0.000    2.172    0.000    2.172    0.000    0.150    0.000    0.071    0.000    0.017    0.000    0.096
